ID,Aktivität,Teil,n,Bezeichnung,Gruppe
1579,Prüfung/Programmieru,PA-VKF05g-102-00486,6,Baugruppe geprüft Pb 1250 SMT 3B,
1580,Prüfung/Programmieru,PA-VKF05g-106-00207,6,Baugruppe geprüft VAC 1250 F 3A,
1581,Prüfung/Programmieru,PA-VKF05h-102-00678,6,Baugruppe geprüft PB Lader 12V 60A,
1582,Prüfung/Programmieru,PA-VKF07c-403-00403,6,Baugruppe geprüft Masterbox VBS2 mit 400A Shunt (Schell),
1583,Prüfung/Programmieru,PA-VKI10k-106-00535,6,Baugruppe geprüft VCC 2412-45 IUoULi,
1584,Prüfung/Programmieru,PA-VKI10k-108-00427,6,Baugruppe geprüft VCC 2424-25 IUoU,
1585,Prüfung/Programmieru,PA-VAA03-101-00121,5,Baugruppe geprüft SP1-FA (SpinFlow),
1586,Prüfung/Programmieru,PA-VAA04b-104-00259,5,Baugruppe geprüft Duo-Akku-Tester S,
1587,Prüfung/Programmieru,PA-VAA09b-106-00272,5,Baugruppe geprüft LCD Thermometer/Uhr S + Sensor,
1588,Prüfung/Programmieru,PA-VAA09b-108-00274,5,Baugruppe geprüft LCD Voltmeter S,
1589,Prüfung/Programmieru,PA-VAA16a-102-00262,5,Baugruppe geprüft Equipment Adapter EQ-S,
1590,Prüfung/Programmieru,PA-VAC04d-203-00493,5,Baugruppe geprüft Tankelektrode 12-24 K (Kabe),
1591,Prüfung/Programmieru,PA-VAF02b-106-00666,5,Baugruppe geprüft VCC 1212-70 CI,
1592,Prüfung/Programmieru,PA-VAF07d-101-00589,5,Baugruppe geprüft Bus Adapter SF-CI,
1593,Prüfung/Programmieru,PA-VAH05a-101-00583,5,Baugruppe geprüft Solar-Data-Extender,
1594,Prüfung/Programmieru,PA-VAI01a-101-00634,5,Baugruppe geprüft MPP 170 CI Kabe,
1595,Prüfung/Programmieru,PA-VAI01b-103-00593,5,Baugruppe geprüft MPP 260 CI,
1596,Prüfung/Programmieru,PA-VAI01b-103-00659,5,Baugruppe geprüft MPPT 260 CI,
1597,Prüfung/Programmieru,PA-VAI01b-107-00595,5,Baugruppe geprüft MPP 440 CI,
1598,Prüfung/Programmieru,PA-VKC08e-102-00477,5,Baugruppe geprüft VAC Duo Steuerteil,
1599,Prüfung/Programmieru,PA-VKC08e-103-00477,5,Baugruppe geprüft VAC 1280 2440 M/F 2A Steuerteil,
1600,Prüfung/Programmieru,PA-VKF04b-101-10007,5,"Baugruppe geprüft LED-Tank-Display HE 010 neutr Abgleich 0-5,0V LED 10% an (Fischer)",
1601,Prüfung/Programmieru,PA-VKH09e-101-00606,5,Baugruppe geprüft SMI 300 Sinus -NVS 12V,
1602,Prüfung/Programmieru,PA-VKH09e-202-00607,5,Baugruppe geprüft SMI 600 Sinus 12V,
1603,Prüfung/Programmieru,PA-VKI10k-104-00534,5,Baugruppe geprüft VCC 1212-45 IUoULi,
1604,Prüfung/Programmieru,PA-3361-00665,4,Baugruppen geprüft VCC 1212-50 CI Haupt- und Displayplatine,
1605,Prüfung/Programmieru,PA-VAC10c-105-00369,4,Baugruppe geprüft SR 350 Duo Digital,
1606,Prüfung/Programmieru,PA-VAC12a-101,4,Baugruppe geprüft Tankanzeige Frischwasser FTA5 (Comet),
1607,Prüfung/Programmieru,PA-VAF01c-201-00466,4,Baugruppe geprüft VAC 1224-16 Station,
1608,Prüfung/Programmieru,PA-VAF01cF-112-00450,4,Baugruppe geprüft VAC 1230 F 3A SKII,
1609,Prüfung/Programmieru,PA-VAF01d-104-00337,4,Baugruppe geprüft Pb 2416 SMT 2B,
1610,Prüfung/Programmieru,PA-VAG06c-103-00510,4,Baugruppe geprüft VAC 12V 24V max. 80A PFC (Ziegler),
1611,Prüfung/Programmieru,PA-VAI01b-101-00658,4,Baugruppe geprüft MPPT 170 CI,
1612,Prüfung/Programmieru,PA-VAI01b-105-00660,4,Baugruppe geprüft MPPT 360 CI,
1613,Prüfung/Programmieru,PA-VKC08e-104-00477,4,Baugruppe geprüft Pb 1280 2440 SMT 2B Steuerteil,
1614,Prüfung/Programmieru,PA-VKF04b-102-00009,4,Baugruppe geprüft LED-Tank-Display HE 420 ovale LEDs,
1615,Prüfung/Programmieru,PA-VKF04b-103-00164,4,Baugruppe geprüft LED-Tank-Display HE 010 (Cold Cut),
1616,Prüfung/Programmieru,PA-VKF05g-105-00475,4,Baugruppe geprüft VAC 1250 M 3A,
1617,Prüfung/Programmieru,PA-VAC03b-101-00429,3,Baugruppe geprüft Elektro-Verteilung 24/5,
1618,Prüfung/Programmieru,PA-VAF01c-101-00136,3,Baugruppe geprüft Pb 1215 SMT 2B (T) (Wietmarscher),
1619,Prüfung/Programmieru,PA-VAF01cF-111-00449,3,Baugruppe geprüft VAC 1215 F 3A SKII,
1620,Prüfung/Programmieru,PA-VAF12a-101-00460,3,Baugruppe geprüft WLAN-Interface VBS 2,
1621,Prüfung/Programmieru,PA-VAG01e-103-00664,3,Baugruppe geprüft VCC 1212-30 CI 3360,
1622,Prüfung/Programmieru,PA-VAI01b-101-00592,3,Baugruppe geprüft MPP 170 CI,
1623,Prüfung/Programmieru,PA-VAI01b-107-00661,3,Baugruppe geprüft MPPT 440 CI,
1624,Prüfung/Programmieru,PA-VAK03b-101-00161,3,Baugruppe geprüft VAC 2440 Fc 2A FireCan-Board,
1625,Prüfung/Programmieru,PA-VBD01a-101,3,Baugruppe geprüft VZE-Modul,
1626,Prüfung/Programmieru,PA-VKD09-101,3,Baugruppe geprüft Zisternen-Geber RWS Digital Geber 5V,
1627,Prüfung/Programmieru,PA-VKF04b-101-10009,3,"Baugruppe geprüft LED-Tank-Display HE 010 Abgleich 0-2,5V",
1628,Prüfung/Programmieru,PA-VKF05g-104-00474,3,Baugruppe geprüft VAC 1240 M 3A,
1629,Prüfung/Programmieru,PA-VKF05h-102-00677,3,Baugruppe geprüft PB Lader 12V 50A,
1630,Prüfung/Programmieru,PA-VKI10k-105-00573,3,Baugruppe geprüft DCDC 2412-25,
1631,Prüfung/Programmieru,PA-VAA10-101,2,Baugruppe geprüft SP1-FA-S (SpinFlow),
1632,Prüfung/Programmieru,PA-VAF01c-101-00307,2,Baugruppe geprüft Pb 1215 SMT 2B,
1633,Prüfung/Programmieru,PA-VAF01c-105-00315,2,Baugruppe geprüft Pb 1225 SMT 2B,
1634,Prüfung/Programmieru,PA-VAF01c-106-00449,2,Baugruppe geprüft VAC 1215 F 3A,
1635,Prüfung/Programmieru,PA-VAF01c-201-00468,2,Baugruppe geprüft VAC 2416 Station,
1636,Prüfung/Programmieru,PA-VAF01cF-113-00451,2,Baugruppe geprüft VAC 2416 F 3A SKII,
1637,Prüfung/Programmieru,PA-VAF02b-106-00667,2,Baugruppe geprüft VCC 1212-90 CI,
1638,Prüfung/Programmieru,PA-VAF05a-101,2,Baugruppe geprüft LED Remote Control S,
1639,Prüfung/Programmieru,PA-VAG01d-101-00619,2,Baugruppe geprüft VCC 1212-30,
1640,Prüfung/Programmieru,PA-VAG01d-102-00496,2,Baugruppe geprüft DCDC 1212-20,
1641,Prüfung/Programmieru,PA-VAG01e-101-00671,2,Baugruppe geprüft VCC 1212-30 NUTS,
1642,Prüfung/Programmieru,PA-VAH01a-110,2,Baugruppe geprüft Fernbedienung MT VCC 1212 (Mobile Technology),
1643,Prüfung/Programmieru,PA-VAI01b-105-00635,2,Baugruppe geprüft MPP 360 CI Kabe,
1644,Prüfung/Programmieru,PA-VAK03b-101-00163,2,Baugruppe geprüft VAC 2425 Fc 2A FireCan-Board,
1645,Prüfung/Programmieru,PA-VIF9b-101-00515,2,Baugruppe geprüft TEO digital (GEP),
1646,Prüfung/Programmieru,PA-VKC07m-102,2,Baugruppe geprüft VAC Leistungsteil 12V 40A f. Feuerwehr,
1647,Prüfung/Programmieru,PA-VKC07m-105,2,Baugruppe geprüft VAC Leistungsteil 24V 20A,
1648,Prüfung/Programmieru,PA-VKE12-101,2,Baugruppe geprüft SP1 Relais-Box (SpinFlow),
1649,Prüfung/Programmieru,PA-VKF01d-101-00604,2,Baugruppe geprüft Battery Protector 40 24V Motor,
1650,Prüfung/Programmieru,PA-VKF05g-103-00341,2,Baugruppe geprüft Pb 2425 SMT 3B,
1651,Prüfung/Programmieru,PA-VKF05g-109-00238,2,Baugruppe geprüft VAC 2425 Fc 2A,
1652,Prüfung/Programmieru,PA-VKI04-101-00149,2,Baugruppe geprüft Wechselrichter 3PhW-24/10 (Wöhr),
1653,Prüfung/Programmieru,PA-VKI10k-103-00489,2,Baugruppe geprüft VCC 1212-25 IUoULi,
1654,Prüfung/Programmieru,PA-VKI10k-105-00490,2,Baugruppe geprüft VCC 2412-25 IUoULi,
1655,Prüfung/Programmieru,PA-VKI10k-106-00423,2,Baugruppe geprüft VCC 2412-45 Li,
1656,Prüfung/Programmieru,PA-VKI10k-119-00255,2,Baugruppe geprüft DCDC 1224-25,
1657,Prüfung/Programmieru,PA-VKI10k-119-00419,2,Baugruppe geprüft VCC 1224-25 IUoU,
1658,Prüfung/Programmieru,PA-VKI10k-119-00621,2,Baugruppe geprüft VCC 1224-7 IUoU,
1659,Prüfung/Programmieru,PA-VAA03-101-00520,1,Baugruppe geprüft SP1-FA Programm 02 (SpinFlow),
1660,Prüfung/Programmieru,PA-VAA04b-104-10259,1,Baugruppe geprüft Duo-Akku-Tester S 24V (Rheinland),
1661,Prüfung/Programmieru,PA-VAA06-101-00398,1,Baugruppe geprüft RS232 Interface VBS2 MultiPlus,
1662,Prüfung/Programmieru,PA-VAA17-101-00392,1,Baugruppe geprüft Dimmer Module 4,
1663,Prüfung/Programmieru,PA-VAC10c-101-00365,1,Baugruppe geprüft SR 150 Duo Digital,
1664,Prüfung/Programmieru,PA-VAC10c-107-00370,1,Baugruppe geprüft SR 550 Duo Digital,
1665,Prüfung/Programmieru,PA-VAF01c-101-00311,1,Baugruppe geprüft Pb 1220 SMT 2B,
1666,Prüfung/Programmieru,PA-VAF01c-104-00337,1,Baugruppe geprüft Pb 2416 SMT 2B,
1667,Prüfung/Programmieru,PA-VAF01c-105-00319,1,Baugruppe geprüft Pb 1230 SMT 2B,
1668,Prüfung/Programmieru,PA-VAF01c-106-00456,1,Baugruppe geprüft VAC 1215 M 3A,
1669,Prüfung/Programmieru,PA-VAF01c-106-00457,1,Baugruppe geprüft VAC 1220 M 3A,
1670,Prüfung/Programmieru,PA-VAF01c-107-00450,1,Baugruppe geprüft VAC 1230 F 3A,
1671,Prüfung/Programmieru,PA-VAF01c-107-00459,1,Baugruppe geprüft VAC 1230 M 3A,
1672,Prüfung/Programmieru,PA-VAF01c-109-00448,1,Baugruppe geprüft VAC 2416 M 3A,
1673,Prüfung/Programmieru,PA-VAF01c-110-00451,1,Baugruppe geprüft VAC 2416 F 3A (Ziegler),
1674,Prüfung/Programmieru,PA-VAF01c-203-00469,1,Baugruppe geprüft VAC 1215 Station,
1675,Prüfung/Programmieru,PA-VAF07d-101-00682,1,Baugruppe geprüft Bus Adapter SF-CI 999200085,
1676,Prüfung/Programmieru,PA-VAG01e-101-00608,1,Baugruppe geprüft VCC 1212-30 Car-Electric 2,
1677,Prüfung/Programmieru,PA-VAG02b-101-00599,1,Baugruppe geprüft Battery Protector 300,
1678,Prüfung/Programmieru,PA-VAI01a-105-00635,1,Baugruppe geprüft MPP 360 CI Kabe,
1679,Prüfung/Programmieru,PA-VBA02a-101-00651,1,Baugruppe geprüft Sirius IO,
1680,Prüfung/Programmieru,PA-VBD03a-101,1,Baugruppe geprüft Clesana Power Management,
1681,Prüfung/Programmieru,PA-VIF8B-102,1,Baugruppe geprüft TEO digital Hybrid (GEP),
1682,Prüfung/Programmieru,PA-VIF8b-103,1,Baugruppe geprüft TEO digital (GEP),
1683,Prüfung/Programmieru,PA-VIF9b-102-00509,1,Baugruppe geprüft TEO digital Hybrid (GEP),
1684,Prüfung/Programmieru,PA-VKC08e-101-00477,1,Baugruppe geprüft VAC 1260 2430 M 3A Steuerteil,
1685,Prüfung/Programmieru,PA-VKE07h-101-K0001,1,Baugruppe geprüft MT 1700 SI-N (MT),
1686,Prüfung/Programmieru,PA-VKE11b-301-00124,1,Baugruppe geprüft SP1-FB-LT für Fernbedienung (SpinFlow),
1687,Prüfung/Programmieru,PA-VKF05h-101-00323,1,Baugruppe geprüft PB Lader 12V bis 40A,
1688,Prüfung/Programmieru,PA-VKF05h-103-00679,1,Baugruppe geprüft PB Lader 2425 SMT 3B,
1689,Prüfung/Programmieru,PA-VKF05h-107-00234,1,Baugruppe geprüft VAC Lader 24V bis 30A,
1690,Prüfung/Programmieru,PA-VKF05h-107-00675,1,Baugruppe geprüft VAC Lader 24V M3A,
1691,Prüfung/Programmieru,PA-VKG02a-201-00150,1,Baugruppe geprüft Wechselrichter 3PhW-24ALU (Wöhr),
1692,Prüfung/Programmieru,PA-VKI10k-104-00416,1,Baugruppe geprüft VCC 1212-45 Li,
1693,Prüfung/Programmieru,PA-VKI10k-119-00420,1,Baugruppe geprüft VCC 1224-25 Li,
1694,Prüfung/Programmieru,PA-VKK03a-101-00442,1,Baugruppe geprüft RWS Digital plus,
1695,SMD Bestückung,BS-VAG01e-C,3,SMD-Baugruppe Ladewandler VCC 1212-30 CI,
1696,SMD Bestückung,BS-VBD06a-C,3,SMD-Baugruppe Anzeigen Triton Panel Front PCB (Schell),
1697,SMD Bestückung,BS-VBD08a-A,3,SMD-Baugruppe VZE Verteiler Schell,
1698,SMD Bestückung,BS-VBD06a-A,2,SMD-Baugruppe Anzeigen Triton Panel Front PCB,
1699,SMD Bestückung,BS-VBD07b-XC,2,SMD-Baugruppe Anzeigen VZE TRITON Controller PCB Schell-Phönix,
1700,SMD Bestückung,BS-VBD02a-B,1,SMD-Baugruppe Elektroverteilung VZE-M,
1701,SMD Bestückung,BS-VBD02a-P3-A,1,SMD-Baugruppe Elektroverteilung VZE-M Prototyp,
1702,SMD Bestückung,BS-VBD03b-XA,1,SMD-Baugruppe Ladegeräte Clesana Power Management LED,
1703,SMD Bestückung,BS-VBD06a-B,1,SMD-Baugruppe Anzeigen Sirius Panel Front PCB,
1704,SMD Bestückung,BS-VBD06a-XB,1,SMD-Baugruppe Anzeigen Sirius Panel Front PCB,
1705,SMD Bestückung,BS-VBD06a-XC,1,SMD-Baugruppe Anzeigen Triton Schell Panel Front PCB,
1706,SMD Bestückung,BS-VBD07a-XC,1,SMD-Baugruppe Anzeigen Triton Controller (Schell),
1707,SMD Bestückung,BS-VBD07a-XD,1,SMD-Baugruppe Anzeigen Sirius-Triton-Vollbestückung,
1708,SMD Bestückung,BS-VBD07b-XA,1,SMD-Baugruppe Anzeigen VZE TRITON Controller PCB,
1709,SMD Bestückung,BS-VBD07b-XB,1,SMD-Baugruppe Anzeigen VZE SIRIUS Controller PCB,
1710,SMD Bestückung,BS-VBD08a-P1-A,1,SMD-Baugruppe VZE Verteiler Schell,
1711,SMD Bestückung,BS-VBD08a-P2-A,1,SMD-Baugruppe VZE Verteiler Schell,
1712,Schlauch ablängen,10-0392m,42,"Schlauch PTFE zugeschnitten D=3,8 d=3,2 s=0,3mm Länge=510mm, 30° schräg natur",
1713,Schlauch ablängen,10-0392j,25,"Schlauch PTFE zugeschnitten D=3,8 d=3,2 s=0,3mm Länge=255mm, 30° schräg natur",
1714,Schlauch ablängen,10-0392o,24,"Schlauch PTFE zugeschnitten D=3,8 d=3,2 s=0,3mm Länge=342mm, 30° schräg natur",
1715,Schlauch ablängen,10-0392p,7,"Schlauch PTFE zugeschnitten D=3,8 d=3,2 s=0,3mm Länge=765mm, 30° schräg natur",
1716,Schlauch ablängen,10-0392k,6,"Schlauch PTFE zugeschnitten D=3,8 d=3,2 s=0,3mm Länge=280mm, 30° schräg natur",
1717,Schlauch ablängen,10-0392n,2,"Schlauch PTFE zugeschnitten D=3,8 d=3,2 s=0,3mm Länge=555mm, 30° schräg natur",
1718,Schlauch ablängen,10-0392t,2,"Schlauch PTFE zugeschnitten D=3,8 d=3,2 s=0,3mm Länge=720mm, 30° schräg natur",
1719,Schlauch ablängen,10-0392q,1,"Schlauch PTFE zugeschnitten D=3,8 d=3,2 s=0,3mm Länge=189mm, 30° schräg natur",
1720,Schlauch ablängen,10-0392r,1,"Schlauch PTFE zugeschnitten D=3,8 d=3,2 s=0,3mm Länge=580mm, 30° schräg natur",
1721,Schlauch ablängen,10-0392s,1,"Schlauch PTFE zugeschnitten D=3,8 d=3,2 s=0,3mm Länge=373mm, 30° schräg natur",
1722,Set zerlegen,11-1177-OT,12,Gehäuse EM215 OT Gehäuse lichtgrau 120x80x57mm,
1723,Set zerlegen,11-1177-UT,11,GehäuseUT m. Schraub. einzeln Kunststoffgehäuse 120x80x57mm,
1724,Set zerlegen,11-0850-OT,9,Gehäusedeckel einzeln Spelsberg A-Box 025 AB,
1725,Set zerlegen,11-0850-UT,9,GehäuseUT m. Schraub. einzeln Spelsberg A-Box 025 AB,
1726,Set zerlegen,11-0177-SC,6,Schraube M4x24mm Kreuzschlitz aus 11-0177,
1727,Set zerlegen,11-0177-OT,5,Gehäusedeckel einzeln aus 11-0177 Tank Sensor FW Druckbild 0007a,
1728,Set zerlegen,11-0177-UT,5,Gehäuseunterteil einzeln 3xPG7 Kabelverschraubungen aus 11-0177,
1729,Set zerlegen,11-0224-OT,4,Kunststoffgehäuse KG200 OT Modul-Gehäuse mit Lasche grau,
1730,Set zerlegen,11-0224-UT,3,Grundplatte einzeln Modul-Gehäuse mit Lasche grau,
1731,Set zerlegen,11-0495-OT,3,Gehäuse MG4 OT,
1732,Set zerlegen,11-0495-UT,3,Gehäuse MG4 UT,
1733,Set zerlegen,11-0786-OT,2,Gehäuseoberteil einzeln Alu-Gehäuse 125x80x57mm mit Dichtung,
1734,Set zerlegen,11-0786-UT,2,Gehäuseunterteil einzeln Alu-Gehäuse 125x80x57mm mit 4 Schrauben M4x25mm,
1735,Sichtkontrolle des G,UV-3328,33,"Gerät fertig montiert, geprüft VCC 1212-70",
1736,Sichtkontrolle des G,UV-3329,28,"Gerät fertig montiert, geprüft VCC 1212-90",
1737,Sichtkontrolle des G,UV-055103306,13,"Gerät fertig montiert, geprüft VCC 1212-25 IUoU-Li (VW)",
1738,Sichtkontrolle des G,UV-3336,8,"Gerät fertig montiert, geprüft DCDC 1212-45",
1739,Sichtkontrolle des G,UV-3303,6,"Gerät fertig montiert, geprüft VCC 2424-25 IUoU",
1740,Sichtkontrolle des G,UV-3305,6,"Gerät fertig montiert, geprüft VCC 2412-45 IUoU-Li",
1741,Sichtkontrolle des G,UV-3351,5,"Gerät fertig montiert, geprüft VCC 1212-45 IUoU-Li",
1742,Sichtkontrolle des G,UV-3362,5,"Gerät fertig montiert, geprüft VCC 1212-70 CI",
1743,Sichtkontrolle des G,UV-3342,3,"Gerät fertig montiert, geprüft DCDC 2412-25",
1744,Sichtkontrolle des G,UV-109103343,2,"Gerät fertig montiert, geprüft VCC 1224-7 IUoU",
1745,Sichtkontrolle des G,UV-3304,2,"Gerät fertig montiert, geprüft VCC 2412-25 IUoULi",
1746,Sichtkontrolle des G,UV-3320,2,"Gerät fertig montiert, geprüft VCC 2412-45 Li",
1747,Sichtkontrolle des G,UV-3341,2,"Gerät fertig montiert, geprüft DCDC 1224-25",
1748,Sichtkontrolle des G,UV-3343,2,"Gerät fertig montiert, geprüft VCC 1224-25 IUoU",
1749,Sichtkontrolle des G,UV-3350,2,"Gerät fertig montiert, geprüft VCC 1212-25 IUoU-Li",
1750,Sichtkontrolle des G,UV-3363,2,"Gerät fertig montiert, geprüft VCC 1212-90 CI",
1751,Sichtkontrolle des G,3353,1,VCC 1224-25 Li Lade-Wandler,
1752,Sichtkontrolle des G,UV-110930,1,"Gerät fertig montiert, geprüft Einspeise-Automatik TEA 3 (GEP)",
1753,Sichtkontrolle des G,UV-3318,1,"Gerät fertig montiert, geprüft VCC 2424-25 Li",
1754,Sichtkontrolle des G,UV-3338,1,"Gerät fertig montiert, geprüft DCDC 2412-45",
1755,Sichtkontrolle des G,UV-3352,1,"Gerät fertig montiert, geprüft VCC 1212-45 Li",
1756,Sichtkontrolle des G,UV-3353,1,"Gerät fertig montiert, geprüft VCC 1224-25 LI",
1757,"Sichtkontrolle, Endp",UV-3067,28,"Gerät fertig montiert, geprüft D+ Simulator Pro",
1758,Silpad ablängen,13-0074b,1,SIL-PAD 25x85mm rosa Typ KU-CG20/AV/R,
1759,Silpad aufkleben,KK-S506-100-BA,63,Kühlkörper S506 100mm mit SIL ohne Schrauben,
1760,Steuerteil an Frontp,MA-Lader-14-118,24,Steuerteil + Frontpl. montiert VAC 1215/30  Duo (Wietmarscher),
1761,Steuerteil an Frontp,MA-Lader-14-101,22,Steuerteil montiert VAC 1220/40 Duo ohne Startüberbrückung,
1762,Steuerteil an Frontp,MA-Lader-14-105,16,Steuerteil u. Frontplatte mont VAC 1215 Duo,
1763,Steuerteil an Frontp,MA-Lader-14-104,14,Steuerteil u. Frontplatte mont VAC 2440 F 2A,
1764,Steuerteil an Frontp,MA-Lader-14-124,12,Steuerteil u. Frontplatte mont Pb 1280 SMT Li,
1765,Steuerteil an Frontp,MA-Lader-14-106,10,Steuerteil u. Frontplatte mont VAC 1220 Duo,
1766,Steuerteil an Frontp,MA-Lader-14-102,8,Steuerteil montiert VAC 1225/50 Duo ohne Startüberbrückung,
1767,Steuerteil an Frontp,MA-Lader-14-113,7,Steuerteil an Frontpl montiert VAC 2440 F 2A,
1768,Steuerteil an Frontp,MA-Lader-14-103,6,Steuerteil u. Frontplatte mont VAC 2440 M 2A,
1769,Steuerteil an Frontp,MA-Lader-14-107,6,Steuerteil u. Frontplatte mont Pb 1280 SMT,
1770,Steuerteil an Frontp,MA-Lader-14-112,6,Steuerteil an Frontpl montiert VAC 1280 F 3A,
1771,Steuerteil an Frontp,MA-Lader-14-108,5,Steuerteil an Frontpl montiert Pb 2440 SMT 2B,
1772,Steuerteil an Frontp,MA-Lader-14-111,2,Steuerteil an Frontpl montiert VAC 2430 M 3A 110-230V,
1773,Steuerteil an Frontp,MA-Lader-14-110,1,Steuerteil an Frontpl montiert VAC 1280 M 2A,
1774,THT Bestückung,BK-VAF01d-A-21,26,THT-Baugruppe Kleinlader VAC 1215  F 2A,
1775,THT Bestückung,BK-VAF01d-B-22,18,THT-Baugruppe Kleinlader VAC 1230 F 2A,
1776,THT Bestückung,BK-VBB02a-A-01,7,THT-Baugruppe Meldeausgang 12V/24V Lader,
1777,THT Bestückung,BK-VAF01d-C-23,3,THT-Baugruppe Kleinlader VAC 2416 F 2A,
1778,THT-Bestückung,BK-VBB04a-XA-01,2,THT-Baugruppe SmartShunt-CI,
1779,Teil  bearbeiten,11-0871,5,Frontplatte Spinflow SP1-FA gesenkt MZ-SpinFlow-3a,
1780,Teilmontage,MA-017203098-1,2,Baugruppe montiert MT BCB 40-40 CI (Mobile Technology),
1781,Verbindung auf Plati,NA-999103324,12,Baugruppe nachgearbeitet VCC 1212-30 ohne Rückladung,
1782,Verpacken,3324,46,VCC 1212-30 Lade-Wandler,3324
1783,Verpacken,5543,43,Tankelektrode 12-24 K nach DIN2001-2 für Trinkwasser geeignet,5543
1784,Verpacken,3326,39,VCC 1212-50 Lade-Wandler,3326
1785,Verpacken,131101717,37,MPP 260 CI (HYMER) Solar-Regler,1717
1786,Verpacken,1717,36,MPP 260 CI Solar-Regler,1717
1787,Verpacken,2151,36,RCBO Typ 1P+N Fehlerstromschutzeinrichtung,2151
1788,Verpacken,5545,36,Tankelektrode 15-50 K nach DIN2001-2 für Trinkwasser geeignet,5545
1789,Verpacken,3063,35,StandBy Charger Pro,3063
1790,Verpacken,3328,35,VCC 1212-70 Lade-Wandler,3328
1791,Verpacken,2001,34,Temperatur-Sensor 825 für Schraubbolzen M8,2001
1792,Verpacken,3184,34,SMI 1700 Sinus ST-NVS MobilPOWER Inverter,3184
1793,Verpacken,1730,33,MPP 440 CI Solar-Regler,1730
1794,Verpacken,462007,33,EBL Anschluss-Kabelsatz für Solar-Regler,2007
1795,Verpacken,2007,32,EBL Anschluss-Kabelsatz für Solar-Regler,2007
1796,Verpacken,3065,29,StandBy Charger 12V,3065
1797,Verpacken,131101722,28,MPP 360 CI (HYMER) Solar-Regler,1722
1798,Verpacken,139505545,27,Tankelektrode 15-50 K T7,5545
